product_id,product_name,category,subcategory,brand,gender,age_group,size,color,selling_season,supplier,cost_price,selling_price,profit_margin_percent,image_url,status,movement_type
P0251,Miss Modano Trousers Teal,Men,Trousers,Miss Modano,Men,Adult,XL,Teal,All Season,Kandy Mills,3502.11,5218.14,49,https://coolplanet.lk/images/products/P0251.jpg,Active,Normal
P0252,Emerald Sneakers Teal,Footwear,Sneakers,Emerald,Unisex,Adult,42,Teal,All Season,Kandy Mills,7209.05,10164.76,41,https://coolplanet.lk/images/products/P0252.jpg,Active,Trending
P0253,Miss Modano Polo Shirts Navy,Men,Polo Shirts,Miss Modano,Men,Adult,XS,Navy,Festive,Kandy Mills,1536.14,2150.59,40,https://coolplanet.lk/images/products/P0253.jpg,Active,Normal
P0254,Emerald Wallets Charcoal,Accessories,Wallets,Emerald,Men,Adult,S,Charcoal,Festive,Blue Horizon Apparel,2918.26,4085.57,40,https://coolplanet.lk/images/products/P0254.jpg,Active,Non Moving
P0255,Miss Modano Kids T-Shirts Pink,Kids,Kids T-Shirts,Miss Modano,Kids,Kids,14Y,Pink,Summer,Kandy Mills,554.28,820.33,48,https://coolplanet.lk/images/products/P0255.jpg,Active,Normal
P0256,Hustle Belts Green,Accessories,Belts,Hustle,Unisex,Adult,M,Green,Festive,Sunrise Fashion,2961.02,3878.93,31,https://coolplanet.lk/images/products/P0256.jpg,Active,Non Moving
P0257,Emerald Kids Shorts Cream,Kids,Kids Shorts,Emerald,Kids,Kids,14Y,Cream,Summer,Sunrise Fashion,1153.03,1648.84,43,https://coolplanet.lk/images/products/P0257.jpg,Active,Slow Moving
P0258,Emerald Jeans Coral,Women,Jeans,Emerald,Women,Adult,XXL,Coral,All Season,Sunrise Fashion,4840.11,6824.55,41,https://coolplanet.lk/images/products/P0258.jpg,Active,Normal
P0259,Libera Jeans Beige,Men,Jeans,Libera,Men,Adult,S,Beige,Summer,Lanka Textiles,2095.5,2640.33,26,https://coolplanet.lk/images/products/P0259.jpg,Active,Slow Moving
P0260,Emerald Kids Shorts White,Kids,Kids Shorts,Emerald,Kids,Kids,12Y,White,All Season,Kandy Mills,321.76,450.47,40,https://coolplanet.lk/images/products/P0260.jpg,Active,Trending
P0261,King Street Wallets Green,Accessories,Wallets,King Street,Men,Adult,M,Green,All Season,Lanka Textiles,3469.49,4683.81,35,https://coolplanet.lk/images/products/P0261.jpg,Active,Fast Moving
P0262,Hustle Shorts White,Men,Shorts,Hustle,Men,Adult,M,White,Summer,Fashion Hub PVT,2335.7,3246.62,39,https://coolplanet.lk/images/products/P0262.jpg,Active,Normal
P0263,Modano Girls Wear Khaki,Kids,Girls Wear,Modano,Kids,Kids,2Y,Khaki,All Season,Kandy Mills,1800.25,2556.35,42,https://coolplanet.lk/images/products/P0263.jpg,Active,Trending
P0264,Hustle Sandals Grey,Footwear,Sandals,Hustle,Men,Adult,37,Grey,All Season,Lanka Textiles,3886.97,5169.67,33,https://coolplanet.lk/images/products/P0264.jpg,Active,Trending
P0265,Miss Modano Shoes Navy,Footwear,Shoes,Miss Modano,Women,Adult,36,Navy,Winter,Lanka Textiles,2022.08,2972.46,47,https://coolplanet.lk/images/products/P0265.jpg,Active,Normal
P0266,Emerald Trousers Beige,Men,Trousers,Emerald,Men,Adult,XS,Beige,All Season,Sunrise Fashion,1057.75,1502.0,42,https://coolplanet.lk/images/products/P0266.jpg,Active,Non Moving
P0267,Modano Tops Brown,Women,Tops,Modano,Women,Adult,S,Brown,Summer,Blue Horizon Apparel,3132.9,4480.05,43,https://coolplanet.lk/images/products/P0267.jpg,Active,Slow Moving
P0268,Miss Modano Jackets Beige,Men,Jackets,Miss Modano,Men,Adult,XL,Beige,Winter,Lanka Textiles,3565.29,5062.71,42,https://coolplanet.lk/images/products/P0268.jpg,Active,Normal
P0269,Hustle Shoes Red,Footwear,Shoes,Hustle,Kids,Kids,45,Red,All Season,Fashion Hub PVT,8058.37,10798.22,34,https://coolplanet.lk/images/products/P0269.jpg,Active,Normal
P0270,Miss Modano Jackets Orange,Men,Jackets,Miss Modano,Men,Adult,S,Orange,All Season,Kandy Mills,4188.17,6240.38,49,https://coolplanet.lk/images/products/P0270.jpg,Active,Fast Moving
P0271,Libera T-Shirts White,Men,T-Shirts,Libera,Men,Adult,L,White,All Season,Blue Horizon Apparel,3371.42,4382.85,30,https://coolplanet.lk/images/products/P0271.jpg,Active,Normal
P0272,Emerald Jackets Brown,Women,Jackets,Emerald,Women,Adult,XS,Brown,Winter,Colombo Garments,5028.07,6838.17,36,https://coolplanet.lk/images/products/P0272.jpg,Active,Normal
P0273,Modano Boys Wear Maroon,Kids,Boys Wear,Modano,Kids,Kids,14Y,Maroon,All Season,Fashion Hub PVT,391.56,579.51,48,https://coolplanet.lk/images/products/P0273.jpg,Active,Normal
P0274,Emerald Boys Wear Blue,Kids,Boys Wear,Emerald,Kids,Kids,12Y,Blue,All Season,Colombo Garments,1813.13,2574.65,42,https://coolplanet.lk/images/products/P0274.jpg,Active,Normal
P0275,Emerald Kids T-Shirts Orange,Kids,Kids T-Shirts,Emerald,Kids,Kids,14Y,Orange,All Season,Fashion Hub PVT,1908.64,2672.1,40,https://coolplanet.lk/images/products/P0275.jpg,Active,Normal
P0276,Modano Sandals Brown,Footwear,Sandals,Modano,Men,Adult,45,Brown,Winter,Blue Horizon Apparel,4651.34,6558.39,41,https://coolplanet.lk/images/products/P0276.jpg,Active,Non Moving
P0277,Modano Kids T-Shirts Brown,Kids,Kids T-Shirts,Modano,Kids,Kids,10Y,Brown,Summer,Blue Horizon Apparel,753.78,1108.05,47,https://coolplanet.lk/images/products/P0277.jpg,Active,Fast Moving
P0278,Hustle Shirts Orange,Men,Shirts,Hustle,Men,Adult,S,Orange,All Season,Fashion Hub PVT,4613.2,6273.95,36,https://coolplanet.lk/images/products/P0278.jpg,Active,Normal
P0279,Hustle Sandals Yellow,Footwear,Sandals,Hustle,Women,Adult,41,Yellow,All Season,Lanka Textiles,1546.35,2041.18,32,https://coolplanet.lk/images/products/P0279.jpg,Active,Trending
P0280,Emerald T-Shirts Purple,Men,T-Shirts,Emerald,Men,Adult,L,Purple,All Season,Lanka Textiles,3830.23,5209.11,36,https://coolplanet.lk/images/products/P0280.jpg,Active,Slow Moving
P0281,King Street T-Shirts Coral,Men,T-Shirts,King Street,Men,Adult,XXL,Coral,Summer,Blue Horizon Apparel,2532.63,3444.38,36,https://coolplanet.lk/images/products/P0281.jpg,Active,Normal
P0282,Emerald Sneakers Green,Footwear,Sneakers,Emerald,Women,Adult,42,Green,All Season,Sunrise Fashion,4963.87,7048.69,42,https://coolplanet.lk/images/products/P0282.jpg,Active,Normal
P0283,King Street Bags Purple,Accessories,Bags,King Street,Unisex,Adult,M,Purple,All Season,Colombo Garments,2129.87,2790.13,31,https://coolplanet.lk/images/products/P0283.jpg,Active,Normal
P0284,Emerald Belts Brown,Accessories,Belts,Emerald,Unisex,Adult,S,Brown,Festive,Sunrise Fashion,1904.77,2742.87,44,https://coolplanet.lk/images/products/P0284.jpg,Active,Normal
P0285,Emerald Sneakers Khaki,Footwear,Sneakers,Emerald,Men,Adult,42,Khaki,All Season,Island Wear Ltd,5431.45,7332.46,35,https://coolplanet.lk/images/products/P0285.jpg,Active,Normal
P0286,Hustle T-Shirts Yellow,Women,T-Shirts,Hustle,Women,Adult,M,Yellow,Summer,Colombo Garments,900.41,1170.53,30,https://coolplanet.lk/images/products/P0286.jpg,Active,Trending
P0287,Miss Modano Shirts Cream,Men,Shirts,Miss Modano,Men,Adult,L,Cream,All Season,Kandy Mills,2015.77,2842.24,41,https://coolplanet.lk/images/products/P0287.jpg,Active,Trending
P0288,King Street Dresses Blue,Women,Dresses,King Street,Women,Adult,M,Blue,Festive,Fashion Hub PVT,3688.64,5090.33,38,https://coolplanet.lk/images/products/P0288.jpg,Active,Trending
P0289,Hustle Shorts Orange,Men,Shorts,Hustle,Men,Adult,XS,Orange,All Season,Colombo Garments,1703.69,2282.95,34,https://coolplanet.lk/images/products/P0289.jpg,Active,Fast Moving
P0290,Miss Modano Jackets Red,Women,Jackets,Miss Modano,Women,Adult,S,Red,Winter,Kandy Mills,534.71,775.33,45,https://coolplanet.lk/images/products/P0290.jpg,Active,Normal
P0291,Miss Modano Trousers Navy,Men,Trousers,Miss Modano,Men,Adult,M,Navy,Back to School,Fashion Hub PVT,870.52,1227.43,41,https://coolplanet.lk/images/products/P0291.jpg,Active,Trending
P0292,Emerald Shoes Red,Footwear,Shoes,Emerald,Kids,Kids,43,Red,All Season,Island Wear Ltd,7929.52,11180.62,41,https://coolplanet.lk/images/products/P0292.jpg,Active,Normal
P0293,Hustle Shorts Blue,Men,Shorts,Hustle,Men,Adult,S,Blue,All Season,Colombo Garments,1748.3,2395.17,37,https://coolplanet.lk/images/products/P0293.jpg,Active,Fast Moving
P0294,King Street T-Shirts Maroon,Women,T-Shirts,King Street,Women,Adult,L,Maroon,Summer,Island Wear Ltd,894.75,1252.65,40,https://coolplanet.lk/images/products/P0294.jpg,Active,Trending
P0295,King Street Belts Teal,Accessories,Belts,King Street,Unisex,Adult,L,Teal,Festive,Blue Horizon Apparel,1483.46,1987.83,34,https://coolplanet.lk/images/products/P0295.jpg,Active,Normal
P0296,Emerald Kids T-Shirts Brown,Kids,Kids T-Shirts,Emerald,Kids,Kids,6Y,Brown,Summer,Kandy Mills,355.68,490.84,38,https://coolplanet.lk/images/products/P0296.jpg,Active,Normal
P0297,Libera Caps Grey,Accessories,Caps,Libera,Unisex,Adult,One Size,Grey,All Season,Blue Horizon Apparel,1137.63,1433.42,26,https://coolplanet.lk/images/products/P0297.jpg,Active,Normal
P0298,Libera T-Shirts Orange,Men,T-Shirts,Libera,Men,Adult,S,Orange,Summer,Lanka Textiles,1627.53,2148.34,32,https://coolplanet.lk/images/products/P0298.jpg,Active,Normal
P0299,Libera Bags Orange,Accessories,Bags,Libera,Unisex,Adult,S,Orange,Summer,Kandy Mills,897.5,1184.7,32,https://coolplanet.lk/images/products/P0299.jpg,Active,Normal
P0300,Emerald Jeans Navy,Women,Jeans,Emerald,Women,Adult,XL,Navy,All Season,Fashion Hub PVT,2889.66,4016.63,39,https://coolplanet.lk/images/products/P0300.jpg,Active,Slow Moving
P0301,Emerald Sandals Yellow,Footwear,Sandals,Emerald,Women,Adult,38,Yellow,Summer,Kandy Mills,7989.94,11106.02,39,https://coolplanet.lk/images/products/P0301.jpg,Active,Trending
P0302,Miss Modano Dresses Purple,Women,Dresses,Miss Modano,Women,Adult,M,Purple,All Season,Colombo Garments,1060.99,1559.65,47,https://coolplanet.lk/images/products/P0302.jpg,Active,Normal
P0303,Modano Kids Shorts Blue,Kids,Kids Shorts,Modano,Kids,Kids,10Y,Blue,All Season,Blue Horizon Apparel,774.5,1092.04,41,https://coolplanet.lk/images/products/P0303.jpg,Active,Normal
P0304,Modano Sandals Blue,Footwear,Sandals,Modano,Women,Adult,45,Blue,All Season,Blue Horizon Apparel,8290.46,11938.26,44,https://coolplanet.lk/images/products/P0304.jpg,Active,Fast Moving
P0305,Emerald Belts Coral,Accessories,Belts,Emerald,Unisex,Adult,L,Coral,All Season,Colombo Garments,2641.05,3803.11,44,https://coolplanet.lk/images/products/P0305.jpg,Active,Slow Moving
P0306,Emerald Boys Wear Cream,Kids,Boys Wear,Emerald,Kids,Kids,4Y,Cream,All Season,Lanka Textiles,1820.61,2548.85,40,https://coolplanet.lk/images/products/P0306.jpg,Active,Slow Moving
P0307,Libera Trousers Maroon,Men,Trousers,Libera,Men,Adult,L,Maroon,Summer,Blue Horizon Apparel,2224.56,2958.66,33,https://coolplanet.lk/images/products/P0307.jpg,Active,Non Moving
P0308,Miss Modano Sneakers Blue,Footwear,Sneakers,Miss Modano,Women,Adult,36,Blue,All Season,Fashion Hub PVT,3201.48,4642.14,45,https://coolplanet.lk/images/products/P0308.jpg,Active,Fast Moving
P0309,Libera Jackets Teal,Women,Jackets,Libera,Women,Adult,XS,Teal,All Season,Blue Horizon Apparel,3470.62,4442.39,28,https://coolplanet.lk/images/products/P0309.jpg,Active,Normal
P0310,King Street Jackets Charcoal,Women,Jackets,King Street,Women,Adult,S,Charcoal,Winter,Colombo Garments,1013.58,1337.92,32,https://coolplanet.lk/images/products/P0310.jpg,Active,Normal
P0311,Hustle Kids T-Shirts Pink,Kids,Kids T-Shirts,Hustle,Kids,Kids,2Y,Pink,All Season,Kandy Mills,1609.25,2172.49,35,https://coolplanet.lk/images/products/P0311.jpg,Active,Normal
P0312,Miss Modano Shirts Charcoal,Men,Shirts,Miss Modano,Men,Adult,XS,Charcoal,All Season,Lanka Textiles,1231.76,1773.74,44,https://coolplanet.lk/images/products/P0312.jpg,Active,Normal
P0313,Miss Modano Jackets Olive,Men,Jackets,Miss Modano,Men,Adult,XXL,Olive,All Season,Blue Horizon Apparel,942.49,1319.48,40,https://coolplanet.lk/images/products/P0313.jpg,Active,Non Moving
P0314,Hustle Tops White,Women,Tops,Hustle,Women,Adult,L,White,All Season,Blue Horizon Apparel,4560.0,5973.6,31,https://coolplanet.lk/images/products/P0314.jpg,Active,Fast Moving
P0315,Hustle Shoes Teal,Footwear,Shoes,Hustle,Kids,Kids,45,Teal,All Season,Island Wear Ltd,1376.76,1858.62,35,https://coolplanet.lk/images/products/P0315.jpg,Active,Normal
P0316,Hustle Kids Shorts Olive,Kids,Kids Shorts,Hustle,Kids,Kids,8Y,Olive,Summer,Blue Horizon Apparel,1417.76,1956.51,38,https://coolplanet.lk/images/products/P0316.jpg,Active,Normal
P0317,Libera Boys Wear Blue,Kids,Boys Wear,Libera,Kids,Kids,4Y,Blue,All Season,Colombo Garments,2218.5,2906.23,31,https://coolplanet.lk/images/products/P0317.jpg,Active,Fast Moving
P0318,Hustle Shoes Charcoal,Footwear,Shoes,Hustle,Women,Adult,37,Charcoal,All Season,Blue Horizon Apparel,5502.85,7208.73,31,https://coolplanet.lk/images/products/P0318.jpg,Active,Slow Moving
P0319,Hustle Dresses Red,Women,Dresses,Hustle,Women,Adult,S,Red,Summer,Fashion Hub PVT,3122.05,4370.87,40,https://coolplanet.lk/images/products/P0319.jpg,Active,Normal
P0320,Hustle Polo Shirts Maroon,Men,Polo Shirts,Hustle,Men,Adult,XXL,Maroon,Summer,Fashion Hub PVT,3211.34,4271.08,33,https://coolplanet.lk/images/products/P0320.jpg,Active,Trending
P0321,King Street Kids Shorts Purple,Kids,Kids Shorts,King Street,Kids,Kids,6Y,Purple,Summer,Island Wear Ltd,425.23,552.8,30,https://coolplanet.lk/images/products/P0321.jpg,Active,Normal
P0322,Hustle Jackets Pink,Men,Jackets,Hustle,Men,Adult,L,Pink,Winter,Colombo Garments,4769.35,6343.23,33,https://coolplanet.lk/images/products/P0322.jpg,Active,Trending
P0323,Modano T-Shirts Maroon,Women,T-Shirts,Modano,Women,Adult,XS,Maroon,Summer,Kandy Mills,2418.62,3482.81,44,https://coolplanet.lk/images/products/P0323.jpg,Active,Normal
P0324,King Street Kids T-Shirts Khaki,Kids,Kids T-Shirts,King Street,Kids,Kids,2Y,Khaki,All Season,Island Wear Ltd,1897.57,2599.67,37,https://coolplanet.lk/images/products/P0324.jpg,Active,Trending
P0325,King Street Bags Beige,Accessories,Bags,King Street,Men,Adult,S,Beige,Festive,Island Wear Ltd,1115.61,1472.6,32,https://coolplanet.lk/images/products/P0325.jpg,Active,Fast Moving
P0326,Hustle Polo Shirts Khaki,Men,Polo Shirts,Hustle,Men,Adult,XS,Khaki,Winter,Island Wear Ltd,1590.55,2179.05,37,https://coolplanet.lk/images/products/P0326.jpg,Active,Normal
P0327,King Street Caps Blue,Accessories,Caps,King Street,Women,Adult,M,Blue,Winter,Lanka Textiles,2680.0,3537.6,32,https://coolplanet.lk/images/products/P0327.jpg,Active,Fast Moving
P0328,Modano Shoes Grey,Footwear,Shoes,Modano,Women,Adult,40,Grey,Winter,Kandy Mills,4682.94,6743.44,44,https://coolplanet.lk/images/products/P0328.jpg,Active,Normal
P0329,King Street T-Shirts Charcoal,Men,T-Shirts,King Street,Men,Adult,S,Charcoal,All Season,Lanka Textiles,3184.75,4267.56,34,https://coolplanet.lk/images/products/P0329.jpg,Active,Normal
P0330,Hustle Jeans Cream,Women,Jeans,Hustle,Women,Adult,L,Cream,All Season,Blue Horizon Apparel,2863.32,3980.02,39,https://coolplanet.lk/images/products/P0330.jpg,Active,Non Moving
P0331,Modano Kids T-Shirts Pink,Kids,Kids T-Shirts,Modano,Kids,Kids,8Y,Pink,Summer,Lanka Textiles,961.65,1442.48,50,https://coolplanet.lk/images/products/P0331.jpg,Active,Normal
P0332,Emerald Jackets Beige,Women,Jackets,Emerald,Women,Adult,S,Beige,Winter,Kandy Mills,4009.87,5774.21,44,https://coolplanet.lk/images/products/P0332.jpg,Active,Normal
P0333,Libera Tops Olive,Women,Tops,Libera,Women,Adult,M,Olive,Back to School,Sunrise Fashion,2558.24,3248.97,27,https://coolplanet.lk/images/products/P0333.jpg,Active,Fast Moving
P0334,Modano Girls Wear Grey,Kids,Girls Wear,Modano,Kids,Kids,12Y,Grey,Back to School,Sunrise Fashion,2260.73,3210.23,42,https://coolplanet.lk/images/products/P0334.jpg,Active,Non Moving
P0335,Emerald Shorts Pink,Men,Shorts,Emerald,Men,Adult,S,Pink,All Season,Blue Horizon Apparel,3575.04,4933.56,38,https://coolplanet.lk/images/products/P0335.jpg,Active,Normal
P0336,Hustle Sandals Grey,Footwear,Sandals,Hustle,Men,Adult,40,Grey,Summer,Lanka Textiles,8227.41,10777.91,31,https://coolplanet.lk/images/products/P0336.jpg,Active,Slow Moving
P0337,Miss Modano Sandals Coral,Footwear,Sandals,Miss Modano,Men,Adult,45,Coral,All Season,Blue Horizon Apparel,7301.22,10805.8,48,https://coolplanet.lk/images/products/P0337.jpg,Active,Trending
P0338,Emerald Kids Shorts Green,Kids,Kids Shorts,Emerald,Kids,Kids,4Y,Green,All Season,Blue Horizon Apparel,1183.33,1668.49,41,https://coolplanet.lk/images/products/P0338.jpg,Active,Normal
P0339,Miss Modano Jackets Navy,Men,Jackets,Miss Modano,Men,Adult,XXL,Navy,Winter,Fashion Hub PVT,1821.45,2586.46,42,https://coolplanet.lk/images/products/P0339.jpg,Active,Fast Moving
P0340,King Street Shoes Olive,Footwear,Shoes,King Street,Women,Adult,37,Olive,All Season,Island Wear Ltd,4526.22,5884.08,30,https://coolplanet.lk/images/products/P0340.jpg,Active,Normal
P0341,Libera Dresses Orange,Women,Dresses,Libera,Women,Adult,M,Orange,Festive,Fashion Hub PVT,3111.93,4045.51,30,https://coolplanet.lk/images/products/P0341.jpg,Active,Normal
P0342,Emerald Jackets Pink,Women,Jackets,Emerald,Women,Adult,L,Pink,All Season,Kandy Mills,1288.4,1752.23,36,https://coolplanet.lk/images/products/P0342.jpg,Active,Fast Moving
P0343,King Street Skirts Maroon,Women,Skirts,King Street,Women,Adult,S,Maroon,All Season,Lanka Textiles,4589.01,6378.72,39,https://coolplanet.lk/images/products/P0343.jpg,Active,Normal
P0344,Hustle Wallets Grey,Accessories,Wallets,Hustle,Men,Adult,S,Grey,All Season,Blue Horizon Apparel,292.02,402.99,38,https://coolplanet.lk/images/products/P0344.jpg,Active,Trending
P0345,Modano Boys Wear Brown,Kids,Boys Wear,Modano,Kids,Kids,10Y,Brown,All Season,Fashion Hub PVT,1514.3,2241.16,48,https://coolplanet.lk/images/products/P0345.jpg,Active,Normal
P0346,Miss Modano Shorts Maroon,Men,Shorts,Miss Modano,Men,Adult,XS,Maroon,All Season,Colombo Garments,2433.38,3504.06,44,https://coolplanet.lk/images/products/P0346.jpg,Active,Trending
P0347,Hustle Trousers Khaki,Men,Trousers,Hustle,Men,Adult,XL,Khaki,Winter,Fashion Hub PVT,2343.61,3187.31,36,https://coolplanet.lk/images/products/P0347.jpg,Active,Normal
P0348,Modano Dresses Beige,Women,Dresses,Modano,Women,Adult,M,Beige,Festive,Lanka Textiles,4844.43,6830.65,41,https://coolplanet.lk/images/products/P0348.jpg,Active,Normal
P0349,Hustle Trousers Olive,Men,Trousers,Hustle,Men,Adult,XS,Olive,All Season,Fashion Hub PVT,940.52,1307.32,39,https://coolplanet.lk/images/products/P0349.jpg,Active,Normal
P0350,Libera Shirts Red,Men,Shirts,Libera,Men,Adult,XXL,Red,All Season,Lanka Textiles,5027.66,6435.4,28,https://coolplanet.lk/images/products/P0350.jpg,Active,Slow Moving
P0351,King Street Shoes Orange,Footwear,Shoes,King Street,Kids,Kids,41,Orange,Summer,Kandy Mills,1871.55,2451.73,31,https://coolplanet.lk/images/products/P0351.jpg,Active,Normal
P0352,Hustle Sneakers Yellow,Footwear,Sneakers,Hustle,Women,Adult,43,Yellow,Back to School,Sunrise Fashion,3035.36,4097.74,35,https://coolplanet.lk/images/products/P0352.jpg,Active,Fast Moving
P0353,Hustle Trousers Cream,Men,Trousers,Hustle,Men,Adult,L,Cream,Winter,Island Wear Ltd,2691.6,3526.0,31,https://coolplanet.lk/images/products/P0353.jpg,Active,Normal
P0354,Emerald Shorts Blue,Men,Shorts,Emerald,Men,Adult,XL,Blue,All Season,Sunrise Fashion,3810.57,5372.91,41,https://coolplanet.lk/images/products/P0354.jpg,Active,Normal
P0355,Miss Modano Sneakers Green,Footwear,Sneakers,Miss Modano,Men,Adult,43,Green,All Season,Fashion Hub PVT,4001.33,5641.87,41,https://coolplanet.lk/images/products/P0355.jpg,Active,Fast Moving
P0356,Miss Modano Jackets Yellow,Men,Jackets,Miss Modano,Men,Adult,XXL,Yellow,Winter,Sunrise Fashion,2192.77,3267.23,49,https://coolplanet.lk/images/products/P0356.jpg,Active,Trending
P0357,King Street Sandals Teal,Footwear,Sandals,King Street,Women,Adult,45,Teal,All Season,Colombo Garments,6081.13,8148.71,34,https://coolplanet.lk/images/products/P0357.jpg,Active,Normal
P0358,Hustle Girls Wear Olive,Kids,Girls Wear,Hustle,Kids,Kids,6Y,Olive,Back to School,Colombo Garments,414.99,556.09,34,https://coolplanet.lk/images/products/P0358.jpg,Active,Normal
P0359,Miss Modano Shoes Coral,Footwear,Shoes,Miss Modano,Kids,Kids,43,Coral,Summer,Island Wear Ltd,1747.91,2482.03,42,https://coolplanet.lk/images/products/P0359.jpg,Active,Normal
P0360,King Street Dresses Navy,Women,Dresses,King Street,Women,Adult,XL,Navy,Winter,Blue Horizon Apparel,4505.5,6307.7,40,https://coolplanet.lk/images/products/P0360.jpg,Active,Trending
P0361,King Street Caps Grey,Accessories,Caps,King Street,Men,Adult,M,Grey,Summer,Island Wear Ltd,2328.16,3212.86,38,https://coolplanet.lk/images/products/P0361.jpg,Active,Normal
P0362,Hustle Dresses Black,Women,Dresses,Hustle,Women,Adult,XXL,Black,Back to School,Blue Horizon Apparel,1813.93,2539.5,40,https://coolplanet.lk/images/products/P0362.jpg,Active,Non Moving
P0363,Emerald Wallets Maroon,Accessories,Wallets,Emerald,Men,Adult,S,Maroon,All Season,Island Wear Ltd,3267.15,4672.02,43,https://coolplanet.lk/images/products/P0363.jpg,Active,Trending
P0364,Emerald Polo Shirts Maroon,Men,Polo Shirts,Emerald,Men,Adult,XXL,Maroon,Festive,Kandy Mills,2906.45,4156.22,43,https://coolplanet.lk/images/products/P0364.jpg,Active,Normal
P0365,Miss Modano Girls Wear Black,Kids,Girls Wear,Miss Modano,Kids,Kids,2Y,Black,Back to School,Island Wear Ltd,2055.02,3000.33,46,https://coolplanet.lk/images/products/P0365.jpg,Active,Normal
P0366,Emerald Belts Green,Accessories,Belts,Emerald,Unisex,Adult,M,Green,Summer,Blue Horizon Apparel,1538.62,2107.91,37,https://coolplanet.lk/images/products/P0366.jpg,Active,Normal
P0367,King Street T-Shirts Cream,Women,T-Shirts,King Street,Women,Adult,S,Cream,All Season,Sunrise Fashion,3405.98,4495.9,32,https://coolplanet.lk/images/products/P0367.jpg,Active,Normal
P0368,Emerald Kids T-Shirts Beige,Kids,Kids T-Shirts,Emerald,Kids,Kids,12Y,Beige,All Season,Sunrise Fashion,1859.19,2528.5,36,https://coolplanet.lk/images/products/P0368.jpg,Active,Trending
P0369,Modano Belts Teal,Accessories,Belts,Modano,Unisex,Adult,M,Teal,Winter,Blue Horizon Apparel,2729.32,3875.64,42,https://coolplanet.lk/images/products/P0369.jpg,Active,Normal
P0370,King Street Sandals Maroon,Footwear,Sandals,King Street,Kids,Kids,44,Maroon,All Season,Fashion Hub PVT,3850.29,5313.4,38,https://coolplanet.lk/images/products/P0370.jpg,Active,Normal
P0371,Emerald Shoes Brown,Footwear,Shoes,Emerald,Kids,Kids,36,Brown,Winter,Kandy Mills,3025.88,4387.52,45,https://coolplanet.lk/images/products/P0371.jpg,Active,Normal
P0372,Hustle Skirts Teal,Women,Skirts,Hustle,Women,Adult,XL,Teal,Festive,Lanka Textiles,4154.04,5732.58,38,https://coolplanet.lk/images/products/P0372.jpg,Active,Normal
P0373,Emerald Jeans Teal,Women,Jeans,Emerald,Women,Adult,XXL,Teal,All Season,Kandy Mills,3269.18,4609.54,41,https://coolplanet.lk/images/products/P0373.jpg,Active,Normal
P0374,Miss Modano Shorts Coral,Men,Shorts,Miss Modano,Men,Adult,XL,Coral,Summer,Colombo Garments,3529.76,5224.04,48,https://coolplanet.lk/images/products/P0374.jpg,Active,Slow Moving
P0375,Emerald Shoes Khaki,Footwear,Shoes,Emerald,Women,Adult,36,Khaki,Summer,Colombo Garments,5007.83,7211.27,44,https://coolplanet.lk/images/products/P0375.jpg,Active,Trending
P0376,Emerald Trousers White,Men,Trousers,Emerald,Men,Adult,M,White,Summer,Sunrise Fashion,3721.34,5209.87,40,https://coolplanet.lk/images/products/P0376.jpg,Active,Normal
P0377,Miss Modano Kids T-Shirts Yellow,Kids,Kids T-Shirts,Miss Modano,Kids,Kids,4Y,Yellow,Summer,Colombo Garments,1956.83,2837.4,45,https://coolplanet.lk/images/products/P0377.jpg,Active,Normal
P0378,Hustle T-Shirts Yellow,Men,T-Shirts,Hustle,Men,Adult,M,Yellow,Summer,Blue Horizon Apparel,4745.62,6216.76,31,https://coolplanet.lk/images/products/P0378.jpg,Active,Normal
P0379,Modano Sneakers Red,Footwear,Sneakers,Modano,Men,Adult,43,Red,All Season,Blue Horizon Apparel,5650.32,8136.46,44,https://coolplanet.lk/images/products/P0379.jpg,Active,Trending
P0380,Hustle Wallets Purple,Accessories,Wallets,Hustle,Men,Adult,M,Purple,All Season,Kandy Mills,2006.82,2729.28,36,https://coolplanet.lk/images/products/P0380.jpg,Active,Non Moving
P0381,Hustle Dresses Beige,Women,Dresses,Hustle,Women,Adult,XS,Beige,Back to School,Kandy Mills,1262.29,1754.59,39,https://coolplanet.lk/images/products/P0381.jpg,Active,Normal
P0382,King Street Shorts Maroon,Men,Shorts,King Street,Men,Adult,S,Maroon,All Season,Fashion Hub PVT,3274.01,4485.4,37,https://coolplanet.lk/images/products/P0382.jpg,Active,Normal
P0383,Emerald T-Shirts Navy,Women,T-Shirts,Emerald,Women,Adult,S,Navy,All Season,Blue Horizon Apparel,2968.96,4215.93,42,https://coolplanet.lk/images/products/P0383.jpg,Active,Normal
P0384,Hustle Jeans Maroon,Women,Jeans,Hustle,Women,Adult,L,Maroon,Winter,Sunrise Fashion,3130.35,4069.46,30,https://coolplanet.lk/images/products/P0384.jpg,Active,Normal
P0385,Libera Shoes Orange,Footwear,Shoes,Libera,Men,Adult,37,Orange,All Season,Blue Horizon Apparel,6621.15,8607.49,30,https://coolplanet.lk/images/products/P0385.jpg,Active,Fast Moving
P0386,Emerald Jeans Olive,Women,Jeans,Emerald,Women,Adult,S,Olive,All Season,Kandy Mills,2292.21,3163.25,38,https://coolplanet.lk/images/products/P0386.jpg,Active,Normal
